,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,component_thread_pitch,component_connection_type,component_nominal_size,component_length,component_thread_size,component_end_form
1564,,,,,58.7,30.2,elbow,C-0567,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.52,[],[],[],[],[],[]
1565,,,,,52.4,26.2,elbow,C-0585,CP-008,,,,20.6,90.0,34.9,No,,,,,,,,,,,Yes,,64.3,,,,,,15.9,,No,0.551,[],[],[],[],[],[]
1566,,,,,82.6,,elbow,C-0598,CP-010,,,,35.1,90.0,58.7,Yes,,,,,,,,,,,Yes,,92.0,,,,,,15.7,,No,0.687,[],[],[],[],[],[]
1567,,,,,58.72,30.18,elbow,C-0608,CP-008,,,,49.0,90.0,60.0,Yes,,,,,,,,,,,Yes,,86.0,,,,,,75.0,,No,2.22,[],[],[],[],[],[]
1568,,,,,52.37,26.19,elbow,C-0615,CP-008,,,,27.0,90.0,42.1,No,,,,,,,,,,,Yes,,71.1,,,,,,38.0,,No,0.712,[],[],[],[],[],[]
1569,,,,,52.37,26.19,elbow,C-0616,CP-008,,,,27.0,90.0,42.1,Yes,,,,,,,,,,,Yes,,72.1,,,,,,38.0,,No,0.699,[],[],[],[],[],[]
1570,,,,,58.7,30.2,elbow,C-0625,CP-008,,,,25.0,90.0,45.0,Yes,,,,,,,,,,,Yes,,75.0,,,,,,50.0,,No,1.845,[],[],[],[],[],[]
1571,,,,,106.38,61.93,elbow,C-0646,CP-008,,,,57.5,90.0,55.5,Yes,,,,,,,,,,,Yes,,111.0,,,,,,115.0,,Yes,10.19,[],[],[],[],[],[]
1572,,,,,66.68,31.75,elbow,C-0688,CP-009,,,,49.0,90.0,48.5,No,,,,,,,,,,,Yes,,78.5,,,,,,69.0,,No,2.651,[],[],[],[],[],[]
1573,,,,,129.0,,elbow,C-0789,CP-010,,,,46.0,90.0,88.0,No,,,,,,,,,,,Yes,,149.4,,,,,,71.0,,Yes,2.319,[],[],[],[],[],[]
1574,,,,,77.8,42.9,elbow,C-0802,CP-008,,,,35.0,90.0,63.5,No,,,,,,,,,,,Yes,,111.9,,,,,,19.1,,No,1.418,[],[],[],[],[],[]
1575,,,,,77.77,42.88,elbow,C-0820,CP-008,,,,45.72,90.0,49.28,Yes,,,,,,,,,,,Yes,,98.55,,,,,,66.0,,No,1.95,[],[],[],[],[],[]
1576,,,,,69.85,35.71,elbow,C-0821,CP-008,,,,44.45,90.0,57.4,Yes,,,,,,,,,,,Yes,,92.4,,,,,,63.5,,No,1.982,[],[],[],[],[],[]
1577,,,,,52.37,26.19,elbow,C-0822,CP-008,,,,20.6,90.0,34.9,No,,,,,,,,,,,Yes,,64.3,,,,,,15.88,,No,0.7,[],[],[],[],[],[]
1578,,,,,52.4,26.2,elbow,C-0839,CP-008,,,,26.93,90.0,35.66,Yes,,,,,,,,,,,Yes,,62.0,,,,,,43.69,,No,1.648,[],[],[],[],[],[]
1579,,,,,52.4,26.2,elbow,C-0905,CP-008,,,,27.0,90.0,40.0,Yes,,,,,,,,,,,Yes,,64.65,,,,,,38.1,,No,0.21,[],[],[],[],[],[]
1580,,,,,66.68,31.75,elbow,C-0910,CP-009,,,,49.0,90.0,45.0,No,,,,,,,,,,,Yes,,75.0,,,,,,69.0,,Yes,2.543,[],[],[],[],[],[]
1581,,,,,88.9,50.8,elbow,C-0931,CP-008,,,,37.5,90.0,55.0,No,,,,,,,,,,,Yes,,110.0,,,,,,75.0,,Yes,5.202,[],[],[],[],[],[]
1582,,,,,57.2,27.8,elbow,C-0943,CP-008,,,,34.0,90.0,51.0,Yes,,,,,,,,,,,Yes,,86.0,,,,,,22.0,,No,1.156,[],[],[],[],[],[]
1583,,,,,50.8,23.8,elbow,C-0956,CP-008,,,,28.0,90.0,45.0,Yes,,,,,,,,,,,Yes,,75.0,,,,,,19.5,,No,0.695,[],[],[],[],[],[]
1584,,,,,50.8,23.8,elbow,C-0963,CP-008,,,,28.0,90.0,45.0,Yes,,,,,,,,,,,Yes,,95.0,,,,,,19.5,,No,0.755,[],[],[],[],[],[]
1585,,,,,50.8,23.8,elbow,C-0972,CP-009,,,,26.0,90.0,46.0,No,,,,,,,,,,,Yes,,70.0,,,,,,52.0,,No,1.14,[],[],[],[],[],[]
1586,,,,,58.72,30.18,elbow,C-0999,CP-008,,,,30.2,90.0,48.51,Yes,,,,,,,,,,,Yes,,76.2,,,,,,46.0,,No,1.356,[],[],[],[],[],[]
1587,,,,,79.25,,elbow,C-1004,CP-010,,,,35.0,90.0,48.5,No,,,,,,,,,,,Yes,,86.0,,,,,,58.5,,Yes,0.7,[],[],[],[],[],[]
1588,,,,,66.7,31.8,elbow,C-1006,CP-011,,,,28.5,,57.4,No,,,,,,,,,MJ-003,MJ-005,Yes,,109.5,,,,,,59.0,,No,2.394,[],[],[],[],[],[]
1589,,,,,57.2,27.8,elbow,C-1024,CP-009,,,,24.0,90.0,42.0,No,,,,,,,,,,,Yes,,72.0,,,,,,44.0,,Yes,1.316,[],[],[],[],[],[]
1590,,,,,106.38,61.93,elbow,C-1069,CP-008,,,,43.7,90.0,50.8,No,,,,,,,,,,,Yes,,101.6,,,,,,70.0,,No,5.36,[],[],[],[],[],[]
1591,,,,,47.7,22.2,elbow,C-1208,CP-008,,,,20.6,90.0,35.0,No,,,,,,,,,,,Yes,,61.2,,,,,,17.5,,Yes,0.68,[],[],[],[],[],[]
1592,,,,,53.98,,elbow,C-1239,CP-010,,,,38.35,110.0,35.81,Yes,,,,,,,,,,,Yes,,60.45,,,,,,38.1,,No,0.499,[],[],[],[],[],[]
1593,,,,,82.5,,elbow,C-1247,CP-010,,,,27.0,90.0,38.0,Yes,,,,,,,,,,,Yes,,76.0,,,,,,18.0,,Yes,0.636,[],[],[],[],[],[]
1594,,,,,58.72,30.18,elbow,C-1255,CP-008,,,,20.0,90.0,65.0,Yes,,,,,,,,,,,Yes,,101.5,,,,,,25.0,,No,0.69,[],[],[],[],[],[]
1595,,,,,47.6,22.2,elbow,C-1317,CP-008,,,,20.6,90.0,26.2,Yes,,,,,,,,,,,Yes,,52.2,,,,,,33.27,,No,0.566,[],[],[],[],[],[]
1596,,,,,57.15,27.76,elbow,C-1327,CP-009,,,,26.0,90.0,42.0,Yes,,,,,,,,,,,Yes,,69.0,,,,,,49.0,,No,1.225,[],[],[],[],[],[]
1597,,,,,66.7,31.8,elbow,C-1331,CP-009,,,,35.0,90.0,45.0,No,,,,,,,,,,,Yes,,75.5,,,,,,62.0,,No,2.192,[],[],[],[],[],[]
1598,,,,,57.2,27.8,elbow,C-1333,CP-009,,,,26.0,90.0,42.0,No,,,,,,,,,,,Yes,,69.0,,,,,,49.0,,No,1.286,[],[],[],[],[],[]
1599,,,,,66.8,31.8,elbow,C-1334,CP-009,,,,26.0,90.0,45.0,Yes,,,,,,,,,,,Yes,,74.0,,,,,,49.0,,No,1.923,[],[],[],[],[],[]
1600,,,,,66.7,31.8,elbow,C-1335,CP-009,,,,50.4,90.0,45.0,No,,,,,,,,,,,Yes,,75.0,,,,,,77.0,,No,2.821,[],[],[],[],[],[]
1601,,,,,66.7,31.8,elbow,C-1336,CP-009,,,,31.5,90.0,50.0,No,,,,,,,,,,,Yes,,80.0,,,,,,57.5,,No,1.88,[],[],[],[],[],[]
1602,,,,,66.68,31.75,elbow,C-1337,CP-009,,,,26.0,90.0,45.0,Yes,,,,,,,,,,,Yes,,75.0,,,,,,47.0,,No,1.806,[],[],[],[],[],[]
1603,,,,,47.6,22.2,elbow,C-1339,CP-008,,,,17.5,90.0,20.5,Yes,,,,,,,,,,,Yes,,41.0,,,,,,34.0,,No,0.521,[],[],[],[],[],[]
1604,,,,,38.1,,elbow,C-1345,CP-010,,,,11.18,90.0,20.32,No,,,,,,,,,,,Yes,,38.1,,,,,,21.34,,No,0.332,[],[],[],[],[],[]
1605,,,,,47.63,22.23,elbow,C-1348,CP-008,,,,20.64,90.0,38.1,Yes,,,,,,,,,,,Yes,,,,,,,,33.27,,No,0.654,[],[],[],[],[],[]
1606,,,,,52.38,26.19,elbow,C-1349,CP-008,,,,22.5,90.0,31.75,Yes,,,,,,,,,,,Yes,,62.0,,,,,,36.0,,No,0.636,[],[],[],[],[],[]
1607,,,,,52.37,26.19,elbow,C-1350,CP-008,,,,22.35,90.0,31.75,No,,,,,,,,,,,Yes,,62.08,,,,,,36.07,,No,0.635,[],[],[],[],[],[]
1608,,,,,52.37,,elbow,C-1362,CP-010,,,,26.97,120.0,21.03,No,,,,,,,,,,,Yes,,38.56,,,,,,41.15,,Yes,,[],[],[],[],[],[]
1609,,,,,79.38,,elbow,C-1363,CP-010,,,,45.97,90.0,41.3,No,,,,,,,,,,,Yes,,77.88,,,,,,11.18,,Yes,,[],[],[],[],[],[]
1610,,,,,63.5,,elbow,C-1378,CP-010,,,,26.97,90.0,54.31,Yes,,,,,,,,,,,Yes,,91.5,,,,,,37.0,,Yes,0.47,[],[],[],[],[],[]
1611,,,,,52.37,26.19,elbow,C-1389,CP-008,,,,22.35,90.0,31.75,Yes,,,,,,,,,,,Yes,,61.98,,,,,,14.2,,No,0.546,[],[],[],[],[],[]
1612,,,,,47.6,22.2,elbow,C-1404,CP-008,,,,22.0,90.0,50.0,No,,,,,,,,,,,Yes,,78.0,,,,,,44.0,,No,1.2,[],[],[],[],[],[]
1613,,,,,52.4,26.2,elbow,C-1405,CP-008,,,,22.0,90.0,50.1,Yes,,,,,,,,,,,Yes,,78.1,,,,,,46.0,,No,1.053,[],[],[],[],[],[]
1614,,,,,52.37,26.19,elbow,C-1409,CP-008,,,,22.0,90.0,50.0,No,,,,,,,,,,,Yes,,78.0,,,,,,44.0,,No,1.0,[],[],[],[],[],[]
1615,,,,,69.9,35.7,elbow,C-1419,CP-008,,,,44.0,90.0,55.0,Yes,,,,,,,,,,,Yes,,93.0,,,,,,50.0,,No,1.107,[],[],[],[],[],[]
1616,,,,,47.63,22.23,elbow,C-1428,CP-008,,,,22.3,90.0,33.5,No,,,,,,,,,,,Yes,,61.2,,,,,,17.5,,No,0.475,[],[],[],[],[],[]
1617,,,,,52.37,26.19,elbow,C-1429,CP-008,,,,27.0,90.0,33.3,Yes,,,,,,,,,,,Yes,,63.3,,,,,,22.5,,No,0.726,[],[],[],[],[],[]
1618,,,,,106.38,61.93,elbow,C-1432,CP-008,,,,79.38,90.0,95.25,Yes,,,,,,,,,,,Yes,,149.23,,,,,,15.88,,No,1.606,[],[],[],[],[],[]
1619,,,,,58.7,30.2,elbow,C-1488,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,Threaded,Yes,,85.5,,,,,,53.0,,No,1.426,[],[],[],[],[],[]
1620,,,,,88.9,50.8,elbow,C-1500,CP-008,,,,80.0,90.0,82.5,Yes,,,,,,,,,,,Yes,,111.1,,,,,,97.5,,No,3.62,[],[],[],[],[],[]
1621,,,,,78.23,,elbow,C-1514,CP-010,,,,38.1,90.0,35.31,Yes,,,,,,,,,,,Yes,,76.5,,,,,,50.8,,Yes,1.5,[],[],[],[],[],[]
1622,,,,,82.55,,elbow,C-1527,CP-010,,,,39.7,90.0,47.63,No,,,,,,,,,,,Yes,,95.26,,,,,,9.53,,No,0.631,[],[],[],[],[],[]
1623,,,,,57.15,,elbow,C-1538,CP-010,,,,22.22,90.0,31.8,Yes,,,,,,,,,,,Yes,,55.8,,,,,,14.0,,No,0.454,[],[],[],[],[],[]
1624,,,,,47.63,22.23,elbow,C-1539,CP-008,,,,15.88,90.0,25.4,Yes,,,,,,,,,,,Yes,,51.56,,,,,,15.88,,No,0.363,[],[],[],[],[],[]
1625,,,,,38.1,17.48,elbow,C-1542,CP-008,,,,12.7,90.0,35.08,No,,,,,,,,,,,Yes,,53.4,,,,,,14.2,,No,0.272,[],[],[],[],[],[]
1626,,,,,38.07,,elbow,C-1565,CP-010,,,,7.9,90.0,37.1,No,,,,,,,,,,,Yes,,66.4,,,,,,12.7,,Yes,0.169,[],[],[],[],[],[]
1627,,,,,82.55,,elbow,C-1566,CP-010,,,,35.1,90.0,58.7,No,,,,,,,,,,,Yes,,92.0,,,,,,15.8,,No,0.69,[],[],[],[],[],[]
1628,,,,,82.55,,elbow,C-1575,CP-010,,,,31.75,90.0,57.15,Yes,,,,,,,,,,,Yes,,88.9,,,,,,31.75,,No,1.44,[],[],[],[],[],[]
1629,,,,,77.77,42.88,elbow,C-1576,CP-008,,,,28.5,90.0,38.1,Yes,,,,,,,,,,,Yes,,76.1,,,,,,11.0,,No,0.723,[],[],[],[],[],[]
1630,,,,,,,elbow,C-1585,CP-012,,,,,,,No,,,,,,,,,,,No,,28.0,,,25.0,,,,,No,0.064,[],[],[],[],[],[]
1631,,,,,,,elbow,C-1586,CP-012,,,,,,,No,,,,,,,,,,,No,,28.0,,,32.0,,,,,No,0.093,[],[],[],[],[],[]
1632,,,,,,,elbow,C-1587,CP-012,,,,,,,No,,,,,,,,,,,No,,30.0,,,38.0,,,,,No,0.145,[],[],[],[],[],[]
1633,,,,,,,elbow,C-1588,CP-012,,,,,,,No,,,,,,,,,,,No,,37.0,,,50.0,,,,,No,0.225,[],[],[],[],[],[]
1634,,,,,,,elbow,C-1589,CP-012,,,,,,,No,,,,,,,,,,,No,,37.0,,,60.0,,,,,No,0.25,[],[],[],[],[],[]
1635,,,,,52.4,26.2,elbow,C-1598,CP-011,,,,22.0,,50.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,94.0,,,,,,46.0,,No,1.154,[],[],[],[],[],[]
1636,,,,,50.8,23.8,elbow,C-1599,CP-011,,,,22.0,,49.9,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,94.0,,,,,,46.0,,No,1.193,[],[],[],[],[],[]
1637,,,,,52.4,26.2,elbow,C-1600,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.338,[],[],[],[],[],[]
1638,,,,,52.4,26.2,elbow,C-1601,CP-011,,,,25.5,,53.1,No,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.421,[],[],[],[],[],[]
1639,,,,,58.7,30.2,elbow,C-1602,CP-011,,,,25.5,,53.1,No,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.659,[],[],[],[],[],[]
1640,,,,,58.7,30.2,elbow,C-1603,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.641,[],[],[],[],[],[]
1641,,,,,58.7,30.2,elbow,C-1604,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.564,[],[],[],[],[],[]
1642,,,,,57.2,27.8,elbow,C-1605,CP-011,,,,25.5,,52.9,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,No,1.672,[],[],[],[],[],[]
1643,,,,,58.7,30.2,elbow,C-1606,CP-011,,,,28.5,,58.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,108.0,,,,,,59.0,,No,1.715,[],[],[],[],[],[]
1644,,,,,69.9,35.7,elbow,C-1607,CP-011,,,,28.5,,57.9,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,108.0,,,,,,59.0,,No,2.237,[],[],[],[],[],[]
1645,,,,,66.7,31.8,elbow,C-1608,CP-011,,,,28.5,,57.4,No,,,,,,,,,MJ-003,MJ-005,Yes,,109.5,,,,,,59.0,,No,2.653,[],[],[],[],[],[]
1646,,,,,69.9,35.7,elbow,C-1609,CP-011,,,,28.5,,57.9,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,108.0,,,,,,59.0,,No,2.535,[],[],[],[],[],[]
1647,,,,,69.9,35.7,elbow,C-1610,CP-011,,,,28.5,,57.9,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,108.0,,,,,,59.0,,No,2.35,[],[],[],[],[],[]
1648,,,,,79.4,36.5,elbow,C-1611,CP-011,,,,41.5,,67.5,Yes,,,,,,,,,MJ-004,MJ-006,Yes,,128.0,,,,,,85.0,,No,4.86,[],[],[],[],[],[]
1649,,,,,77.8,42.9,elbow,C-1612,CP-011,,,,41.5,,62.4,Yes,,,,,,,,,MJ-003,MJ-006,Yes,,128.0,,,,,,85.0,,No,4.448,[],[],[],[],[],[]
1650,,,,,77.8,42.9,elbow,C-1613,CP-011,,,,35.0,,67.0,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,129.5,,,,,,72.0,,No,3.939,[],[],[],[],[],[]
1651,,,,,52.4,26.2,elbow,C-1636,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,Yes,1.33,[],[],[],[],[],[]
1652,,,,,39.98,,elbow,C-1681,CP-010,,,,9.0,90.0,24.0,Yes,,,,,,,,,,,Yes,,48.7,,,,,,18.0,,Yes,0.142,[],[],[],[],[],[]
1653,,,,,77.8,42.9,elbow,C-1686,CP-008,,,,35.05,90.0,63.5,Yes,,,,,,,,,,,Yes,,,,,,,,49.28,,No,0.666,[],[],[],[],[],[]
1654,,,,,52.37,26.19,elbow,C-1726,CP-008,,,,27.0,90.0,33.3,Yes,,,,,,,,,,,Yes,,163.8,,,,,,22.0,,No,0.881,[],[],[],[],[],[]
1655,,,,,63.5,,elbow,C-1733,CP-010,,,,20.0,90.0,31.8,No,,,,,,,,,,,Yes,,56.8,,,,,,28.4,,No,0.245,[],[],[],[],[],[]
1656,,,,,52.37,26.19,elbow,C-1744,CP-008,,,,26.92,90.0,47.75,Yes,,,,,,,,,,,Yes,,77.98,,,,,,37.34,,No,0.454,[],[],[],[],[],[]
1657,,,,,52.4,26.2,elbow,C-1759,CP-011,,,,22.0,,50.1,No,,,,,,,,,MJ-003,MJ-005,Yes,,94.0,,,,,,46.0,,No,1.232,[],[],[],[],[],[]
1658,,,,,66.68,31.75,elbow,C-1769,CP-009,,,,26.0,90.0,50.0,Yes,,,,,,,,,,,Yes,,80.0,,,,,,52.0,,No,1.662,[],[],[],[],[],[]
1659,,,,,79.4,36.5,elbow,C-1774,CP-009,,,,35.0,90.0,55.0,No,,,,,,,,,,,Yes,,90.0,,,,,,65.0,,No,3.536,[],[],[],[],[],[]
1660,,,,,50.8,23.8,elbow,C-1782,CP-009,,,,20.5,90.0,39.0,Yes,,,,,,,,,,,Yes,,63.0,,,,,,39.0,,No,0.775,[],[],[],[],[],[]
1661,,,,,57.2,27.8,elbow,C-1783,CP-009,,,,26.0,90.0,42.0,Yes,,,,,,,,,,,Yes,,69.0,,,,,,49.0,,No,1.316,[],[],[],[],[],[]
1662,,,,,66.68,31.75,elbow,C-1786,CP-009,,,,31.5,90.0,50.0,Yes,,,,,,,,,,,Yes,,80.0,,,,,,57.5,,No,1.864,[],[],[],[],[],[]
1663,,,,,50.8,23.8,elbow,C-1788,CP-009,,,,25.0,90.0,39.0,Yes,,,,,,,,,,,Yes,,63.0,,,,,,47.0,,No,1.065,[],[],[],[],[],[]
1664,,,,,77.8,42.9,elbow,C-1803,CP-011,,,,41.5,,66.9,Yes,,,,,,,,,MJ-003,MJ-006,Yes,,135.5,,,,,,85.0,,No,4.07,[],[],[],[],[],[]
1665,,,,,52.4,26.2,elbow,C-1816,CP-008,,,,27.0,90.0,37.0,Yes,,,,,,,,,,,Yes,,65.0,,,,,,22.0,,No,1.1,[],[],[],[],[],[]
1666,,,,,64.3,,elbow,C-1819,CP-010,,,,26.0,90.0,46.0,Yes,,,,,,,,,,,Yes,,70.0,,,,,,30.0,,No,1.123,[],[],[],[],[],[]
1667,,,,,52.37,26.19,elbow,C-1820,CP-008,,,,22.0,90.0,46.0,Yes,,,,,,,,,,,Yes,,73.0,,,,,,36.0,,No,0.45,[],[],[],[],[],[]
1668,,,,,52.37,26.19,elbow,C-1821,CP-008,,,,29.5,106.6,46.0,Yes,,,,,,,,,,,Yes,,,,,,,,37.5,,No,0.45,[],[],[],[],[],[]
1669,,,,,47.6,22.2,elbow,C-1826,CP-008,,,,22.0,90.0,46.0,Yes,,,,,,,,,,,Yes,,73.0,,,,,,36.0,,No,0.93,[],[],[],[],[],[]
1670,,,,,58.7,30.2,elbow,C-1829,CP-011,,,,41.28,,49.23,Yes,,,,,,,,,MJ-007,,Yes,,75.5,,,,,,60.58,,Yes,1.588,[],[],[],[],[],[]
1671,,,,,52.4,26.2,elbow,C-1842,CP-008,,,,25.4,90.0,38.1,No,,,,,,,,,,,Yes,,69.85,,,,,,50.8,,No,1.816,[],[],[],[],[],[]
1672,,,,,57.15,,elbow,C-1853,CP-010,,,,22.22,90.0,45.8,No,,,,,,,,,,,Yes,,74.5,,,,,,44.5,,Yes,0.451,[],[],[],[],[],[]
1673,,,,,73.0,,elbow,C-1863,CP-010,,,,26.9,90.0,30.5,Yes,,,,,,,,,,,Yes,,60.5,,,,,,11.0,,No,0.513,[],[],[],[],[],[]
1674,,,,,,,elbow,C-1872,CP-012,,,,,,,No,,,,,,,,,,,No,,37.0,,,70.0,,,,,No,0.568,[],[],[],[],[],[]
1675,,,,,57.15,,elbow,C-1896,CP-010,,,,22.0,90.0,30.0,Yes,,,,,,,,,,,Yes,,54.0,,,,,,10.0,,Yes,0.905,[],[],[],[],[],[]
1676,,,,,88.9,50.8,elbow,C-1899,CP-011,,,,50.0,,70.4,Yes,,,,,,,,,MJ-003,MJ-006,Yes,,142.0,,,,,,102.0,,Yes,5.79,[],[],[],[],[],[]
1677,,,,,88.9,50.8,elbow,C-1905,CP-011,,,,41.5,,70.4,Yes,,,,,,,,,MJ-003,MJ-006,Yes,,140.0,,,,,,85.0,,No,3.25,[],[],[],[],[],[]
1678,,,,,88.9,50.8,elbow,C-1931,CP-008,,,,90.0,90.0,79.1,Yes,,,,,,,,,,,Yes,,129.1,,,,,,15.0,,No,2.67,[],[],[],[],[],[]
1679,,,,,88.9,50.8,elbow,C-1935,CP-008,,,,44.5,90.0,50.8,Yes,,,,,,,,,,,Yes,,98.45,,,,,,73.9,,No,1.766,[],[],[],[],[],[]
1680,,,,,47.63,69.92,elbow,C-1948,CP-008,,,,29.26,90.0,63.5,No,,,,,,,,,,,Yes,,108.71,,,,,,13.72,,Yes,1.062,[],[],[],[],[],[]
1681,,,,,63.5,,elbow,C-1951,CP-010,,,,25.4,90.0,33.5,No,,,,,,,,,,,Yes,,60.5,,,,,,39.0,,No,0.975,[],[],[],[],[],[]
1682,,,,,66.7,31.8,elbow,C-1989,CP-009,,,,26.0,90.0,50.0,No,,,,,,,,,,,Yes,,80.0,,,,,,52.0,,No,1.897,[],[],[],[],[],[]
1683,,,,,47.63,22.23,elbow,C-1992,CP-008,,,,23.0,90.0,46.89,Yes,,,,,,,,,,,Yes,,71.89,,,,,,30.0,,No,1.1,[],[],[],[],[],[]
1684,,,,,58.7,30.2,elbow,C-2010,CP-011,,,,25.5,,53.1,Yes,,,,,,,,,MJ-003,MJ-005,Yes,,100.0,,,,,,53.0,,Yes,1.78,[],[],[],[],[],[]
1685,,,,,58.72,30.18,elbow,C-2024,CP-011,,,,25.5,,,Yes,,,,,,,,,MJ-003,Threaded,Yes,,85.5,,,,,,51.0,,Yes,0.975,[],[],[],[],[],[]
1686,,,,,88.9,50.8,elbow,C-2031,CP-011,,,,50.0,,70.4,No,,,,,,,,,MJ-003,MJ-006,Yes,,142.0,,,,,,102.0,,No,6.049,[],[],[],[],[],[]
1687,,,,,66.68,31.75,straight,C-0012,CP-001,,,,,,,No,,,,,,,,,,,Yes,,40.0,,,,,,20.0,,No,0.788,[],[],[],[],[],[]
1688,,,,,47.6,22.2,straight,C-0014,CP-001,,,,,,,Yes,,,,,,,,,,,Yes,,38.0,,,,,,15.0,,No,0.339,[],[],[],[],[],[]
1689,,,,,66.7,31.8,straight,C-0015,CP-001,,,,,,,Yes,,,,,,,,,,,Yes,,40.0,,,,,,20.0,,No,0.788,[],[],[],[],[],[]
1690,,,,,77.8,42.9,straight,C-0019,CP-002,,,,,,,No,,,,,,,,,MJ-003,,Yes,,,,,,,,36.5,,No,1.533,[],[],[],[],[],[]
1691,,,,,47.63,22.23,straight,C-0029,CP-001,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,16.0,,No,0.286,[],[],[],[],[],[]
1692,,,,,96.82,44.45,straight,C-0036,CP-003,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,36.0,,No,1.85,[],[],[],[],[],[]
1693,,,,,52.38,,straight,C-0038,CP-004,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,16.0,,No,0.169,[],[],[],[],[],[]
1694,,,,,76.2,,straight,C-0046,CP-005,,,,,,,Yes,,,,,,,,,MJ-003,,Yes,,,,,,,,36.5,,No,0.38,[],[],[],[],[],[]
1695,,,,,96.82,44.45,straight,C-0062,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,36.0,,No,1.85,[],[],[],[],[],[]
1696,,,,,130.18,77.77,straight,C-0079,CP-002,,,,,,,Yes,,,,,,,,,MJ-001,,Yes,,,,,,,,28.0,,No,3.09,[],[],[],[],[],[]
1697,,,,,50.8,23.8,straight,C-0080,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,18.0,,No,0.434,[],[],[],[],[],[]
1698,,,,,38.1,,straight,C-0081,CP-004,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,11.0,,No,0.02,[],[],[],[],[],[]
1699,,,,,57.2,27.8,straight,C-0086,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,21.0,,No,0.65,[],[],[],[],[],[]
1700,,,,,58.72,30.18,straight,C-0093,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,12.0,,No,0.332,[],[],[],[],[],[]
1701,,,,,77.8,42.9,straight,C-0110,CP-002,,,,,,,Yes,,,,,,,,,MJ-001,,Yes,,,,,,,,28.0,,No,1.097,[],[],[],[],[],[]
1702,,,,,52.4,26.19,straight,C-0115,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,20.0,,No,0.43,[],[],[],[],[],[]
1703,,,,,,,straight,C-0122,CP-006,,,,,,,Yes,44.45,,,,,,,,,,No,,19.05,,,,,,8.0,,No,0.08,[],[],[],[],[],[]
1704,,,,,52.4,26.2,straight,C-0131,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,40.0,,Yes,0.825,[],[],[],[],[],[]
1705,,,,,,,straight,C-0132,CP-006,,,,,,,Yes,60.32,,,,,,,,,,No,,22.23,,,,,,8.0,,No,0.25,[],[],[],[],[],[]
1706,,,,,58.7,30.2,straight,C-0137,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,37.0,,Yes,0.5,[],[],[],[],[],[]
1707,,,,,77.77,42.88,straight,C-0138,CP-003,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,24.5,,No,0.56,[],[],[],[],[],[]
1708,,,,,63.5,,straight,C-0141,CP-004,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,19.0,,No,0.336,[],[],[],[],[],[]
1709,,,,,,,straight,C-0142,CP-006,,,,,,,Yes,54.0,,,,,,,,,,No,,,,,,,,10.3,,No,0.19,[],[],[],[],[],[]
